model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,max_speed,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_quant
Kia Rio,economy,petrol,4.38,2012,21139,2018,34.2,break_bug,0.1,5.4110344827586205,120.2038929604734,34.94827586206897,8.065517241379311,8.114942528735632,34,3.7558823529411764,803,4,84.36,0.03468259944578677,-3.9492586206896556,294158,0.108,25.383
Renault Sandero,standart,petrol,3.9,2015,75874,2020,28.52,engine_overheat,0.1,4.306264367816092,185.3905184333801,33.2183908045977,7.83448275862069,9.19186046511628,34,3.6911764705882355,1005,4,31.429000000000002,-0.00922180301169395,0.14707471264367816,335584,10.98,6.183
Skoda Rapid,economy,petrol,3.46,2017,138813,2018,26.07,break_bug,0.1,5.209942528735632,121.00851470814555,34.44252873563219,8.136781609195403,8.206896551724139,34,3.7323529411764707,861,4,29.028,-0.14890869103174603,-3.7866666666666666,147333,4.728,4.723
Kia Rio X-line,economy,petrol,6.76,2013,45317,2021,34.44,wheel_shake,0.1,4.527471264367816,123.14915868035682,33.18390804597701,8.135057471264368,16.016393442622952,34,4.114705882352942,794,4,38.088,-0.02426507387681889,0.6754885057471264,414391,11.333,8.656
VW Tiguan,economy,petrol,3.76,2015,78146,2022,63.16,engine_check,0.28,4.472241379310344,160.0,35.87356321839081,8.056321839080459,18.304347826086957,34,2.614705882352941,942,4,93.951,0.01464945797981775,-12.825706896551726,264065,0.994,-2.1115
Renault Sandero,standart,petrol,4.32,2012,24647,2019,38.59,engine_fuel,0.1,4.259597701149425,172.9793299903048,34.833333333333336,8.150574712643678,16.132231404958677,34,2.7705882352941176,818,3,15.131,-0.09136328008377667,-3.912454022988506,241802,0.0,0.001
Nissan Qashqai,standart,petrol,3.4,2013,50678,2018,26.82,engine_overheat,0.1,3.8820689655172416,190.24538007359115,33.632183908045974,7.787356321839081,8.884393063583815,34,4.514705882352941,911,4,40.209,0.05801761089136313,20.172574712643677,312868,22.193,26.4145
Kia Rio X-line,economy,petrol,4.04,2011,1053,2015,61.68,another_bug,0.55,4.819137931034483,187.90507116291224,32.804597701149426,8.177011494252874,16.153846153846153,34,3.826470588235294,946,4,59.43,0.023102580619148928,6.778402298850574,331267,3.01,16.9525
Nissan Qashqai,standart,petrol,4.18,2013,42041,2018,29.45,engine_fuel,0.1,3.7864367816091957,162.99143870527848,33.90229885057471,8.132183908045977,17.640350877192983,34,3.4205882352941175,962,3,14.792,-0.06471674403545256,-3.740873563218391,62421,-0.0,-0.001
Smart ForTwo,economy,petrol,5.48,2013,41678,2021,47.31,engine_check,0.1,4.7267816091954025,184.65280134161125,33.87931034482759,8.133333333333333,15.284552845528456,34,3.0264705882352945,836,4,40.677,-0.06683779842135716,2.5342471264367816,586470,0.814,10.2165
Kia Rio X-line,economy,petrol,4.06,2011,2206,2020,33.51,break_bug,0.1,5.326781609195402,111.41647139949036,36.13793103448276,7.925862068965516,6.803468208092486,34,4.211764705882352,964,3,88.007,0.03031739285994349,-32.25971839080459,436134,-40.148,-12.49275
Audi Q3,premium,petrol,4.42,2017,139872,2017,49.01,engine_overheat,0.1,3.987816091954023,181.8318922005052,35.5632183908046,7.933908045977011,9.54335260115607,34,3.9441176470588233,876,4,31.534,-0.1574613501006789,6.300287356321839,443784,0.322,12.7445
VW Polo VI,economy,petrol,4.96,2011,5779,2020,82.84,another_bug,0.1,4.709425287356322,200.0,34.05747126436781,8.047126436781609,18.236363636363638,34,3.385294117647059,897,4,47.844,0.10127047070417614,-16.484867816091956,441198,1.902,-9.634
Hyundai Solaris,economy,petrol,4.98,2011,6502,2016,39.31,engine_fuel,0.1,3.7752298850574713,195.38324168721496,34.293103448275865,8.124712643678162,16.475,34,3.2441176470588236,918,4,42.632999999999996,-0.08622326845895671,7.364385057471265,118410,4.534,15.184
Renault Kaptur,standart,petrol,5.4,2014,76591,2015,42.82,engine_overheat,0.1,4.088045977011495,184.5055659292081,32.3448275862069,7.773563218390804,8.959770114942529,34,4.329411764705882,931,4,74.349,-0.16321212248525585,47.443270114942536,280,60.924,59.06075
Kia Rio,economy,petrol,5.92,2015,86397,2016,36.15,electro_bug,0.0,4.492931034482758,188.4368121130952,35.6551724137931,8.018965517241378,7.166666666666667,34,3.7205882352941178,757,3,66.425,-0.017999375289294097,-0.3684137931034483,86387,2.278,16.621750000000002
Kia Sportage,standart,petrol,3.42,2013,41053,2020,36.87,gear_stick,0.58,4.448850574712644,93.67151894631834,33.04022988505747,7.9045977011494255,9.126436781609195,34,3.8764705882352946,892,4,15.101,0.02999992350591351,-2.1710919540229883,575397,0.0,0.002
Smart Coupe,economy,petrol,4.32,2015,78524,2018,40.03,wheel_shake,0.1,4.434942528735632,126.22579253908364,34.38505747126437,8.113218390804597,13.192,34,3.0558823529411767,827,4,39.377,0.03221980128105675,-12.967994252873563,352596,-3.151,-3.897
Kia Rio X-line,economy,petrol,4.88,2013,42058,2014,41.24,engine_fuel,0.1,4.218850574712644,175.26082919771824,33.770114942528735,8.095402298850574,16.63063063063063,34,3.25,871,3,13.941,0.08333650031101002,-3.3253218390804595,159877,-0.0,-0.0
Hyundai Solaris,economy,petrol,3.76,2011,1312,2015,78.49,another_bug,0.1,4.865229885057471,174.0,32.7816091954023,8.136781609195403,16.976,34,3.573529411764706,917,4,57.285,0.01169967107022168,-14.619879310344826,266817,-27.475,-5.4205000000000005
Fiat 500,business,petrol,5.98,2014,61075,2016,62.56,engine_check,0.4,4.634482758620689,166.3415894653464,33.4080459770115,8.136781609195403,17.336283185840706,34,2.3676470588235294,906,4,56.14,-0.027527860446511853,8.968798850574712,315252,-3.391,19.595750000000002
Renault Sandero,standart,petrol,3.76,2011,6833,2021,44.17,engine_overheat,0.1,4.118333333333333,192.08214660354255,34.04597701149425,7.823563218390804,8.67816091954023,34,3.2588235294117647,875,4,38.734,-0.02720186073951564,-15.678844827586207,483138,4.555,-7.9905
Hyundai Solaris,economy,petrol,4.92,2014,56415,2017,26.43,engine_fuel,0.1,3.9699999999999998,172.07133951818952,34.752873563218394,8.127011494252873,16.297520661157026,34,4.152941176470588,1024,4,95.45400000000001,0.12963510354547952,2.4209425287356323,115979,-0.443,30.646
Kia Rio X-line,economy,petrol,4.6,2011,3035,2019,28.52,electro_bug,0.0,4.211551724137931,187.0,35.35057471264368,8.013793103448277,7.2988505747126435,34,4.341176470588235,799,4,50.751,-0.03677317654908589,10.67644827586207,135650,4.983,22.96
Smart ForFour,economy,petrol,4.86,2017,114970,2019,47.5,engine_check,0.1,4.543908045977012,165.91098185116763,33.92528735632184,8.145977011494253,16.17829457364341,34,3.0411764705882356,837,3,63.213,0.028553656846646056,28.72102873563218,197229,44.425,45.08925
Hyundai Solaris,economy,petrol,2.5,2013,53632,2019,27.42,engine_fuel,0.1,4.2667816091954025,169.7553980877255,34.10919540229885,8.074137931034484,16.52173913043478,34,3.2205882352941178,907,3,14.280000000000001,0.07450567287628189,-3.486390804597701,643270,-0.0,0.001
Mercedes-Benz GLC,business,petrol,4.56,2015,88920,2019,55.23,engine_overheat,0.1,4.099540229885058,190.1060235675605,34.89080459770115,8.238505747126437,10.477011494252874,34,3.638235294117647,849,4,39.357,0.20031586254815242,7.057270114942528,247394,16.648,14.179749999999999
Renault Sandero,standart,petrol,4.16,2013,37113,2016,60.1,engine_check,0.1,4.397931034482759,155.0,33.36206896551724,8.089080459770114,17.104347826086958,34,2.726470588235294,850,3,15.899999999999999,-0.009538657821488949,-1.9074137931034483,669376,0.0,0.0
VW Tiguan,economy,petrol,2.7,2016,97362,2018,63.58,engine_ignition,0.1,4.164942528735632,189.99533380008307,35.92528735632184,8.01206896551724,7.2298850574712645,34,3.0588235294117645,924,3,13.09,-0.012242230946250071,-2.9340402298850576,549996,0.0,0.0
Nissan Qashqai,standart,petrol,5.84,2011,3443,2016,103.09,another_bug,0.1,4.760114942528736,186.0,34.02298850574713,8.03103448275862,15.926829268292684,34,2.864705882352941,927,4,46.95399999999999,-0.036725630895217895,2.659224137931034,537744,8.119,10.280249999999999
Kia Rio X,economy,petrol,4.94,2014,68375,2020,24.48,break_bug,0.1,5.3100574712643684,116.15121543785762,35.38505747126437,8.01551724137931,7.114942528735632,34,4.205882352941177,941,5,66.991,0.06926630874251559,-7.754528735632184,277614,10.454,7.351
VW Polo VI,economy,petrol,2.98,2011,1184,2019,23.81,engine_overheat,0.1,4.201724137931035,184.88521425487264,32.39080459770115,7.905172413793103,9.323699421965317,34,4.429411764705883,982,4,27.776000000000003,0.2473974308874606,5.297844827586207,108148,9.507,9.709
VW Tiguan,economy,petrol,3.9,2013,48229,2019,64.36,engine_ignition,0.1,4.1112068965517246,172.50189197348104,36.58620689655172,7.992528735632185,7.5813953488372094,34,3.0794117647058825,964,4,62.179,0.0027063982663038735,19.886741379310344,40112,2.564,40.11925
Smart ForFour,economy,petrol,3.54,2017,121535,2021,49.72,another_bug,0.69,4.618218390804598,175.0,33.724137931034484,8.144252873563218,16.915254237288135,34,4.2,980,4,68.619,-0.03920759397054302,-18.76914367816092,475816,-7.479,-3.649
Renault Sandero,standart,petrol,4.74,2011,10397,2020,63.55,engine_ignition,0.1,4.337586206896551,188.37336751702108,34.61494252873563,8.026436781609195,8.160919540229886,34,2.9,905,3,36.638,0.01808842885098151,12.043172413793105,166789,-2.284,19.21725
Kia Rio X,economy,petrol,5.88,2015,77785,2019,67.67,another_bug,0.34,4.844425287356321,189.0,34.4367816091954,8.067241379310346,17.96694214876033,34,4.167647058823529,1017,4,51.510000000000005,-0.0411646259822425,4.422764367816092,439578,10.371,11.096250000000001
VW Polo VI,economy,petrol,4.6,2015,87101,2016,27.08,engine_fuel,0.1,4.384597701149425,185.5897549514121,33.51149425287356,8.091954022988507,17.75,34,4.482352941176471,889,4,48.461,0.15033117183696348,-4.126333333333333,30192,0.123,4.899
VW Tiguan,economy,petrol,2.92,2014,56278,2020,30.45,engine_overheat,0.1,4.455689655172414,187.0,35.43103448275862,7.712643678160919,9.063218390804598,34,4.770588235294118,1032,4,41.839,-0.06636380382761195,6.705867816091954,256242,8.855,14.711500000000001
Smart ForFour,economy,petrol,4.38,2013,37920,2015,27.19,engine_overheat,0.1,4.394770114942529,183.26031073414785,34.42528735632184,7.887356321839081,9.580459770114942,34,4.314705882352941,1065,4,53.925000000000004,0.11211754259559815,26.65330459770115,407093,16.122,41.98524999999999
Smart ForFour,economy,petrol,3.26,2015,77266,2018,42.46,gear_stick,0.1,4.720862068965517,104.82665853662456,34.47701149425287,7.819540229885057,9.160919540229886,34,2.626470588235294,854,4,64.963,-0.07855732369778423,-10.90016091954023,489175,-11.768,3.9265
Nissan Qashqai,standart,petrol,3.88,2013,48536,2022,59.24,another_bug,0.1,4.77448275862069,191.93220201390525,32.68390804597701,8.129885057471263,15.657657657657658,34,4.388235294117647,845,4,10.001000000000001,-0.01825160596784496,-0.22309195402298848,378590,-8.0,0.001
VW Polo VI,economy,petrol,2.62,2013,42127,2018,38.45,break_bug,0.1,5.353103448275863,108.3783121765592,34.195402298850574,7.99080459770115,7.057471264367816,34,2.7558823529411764,856,5,29.019000000000002,0.02308863786973877,-3.7190402298850573,222174,4.52,4.522
Renault Kaptur,standart,petrol,4.48,2014,58255,2017,26.7,engine_fuel,0.1,4.147241379310345,154.61835368982003,33.67816091954023,8.124712643678162,17.042735042735043,34,4.197058823529411,951,4,51.184,0.06848333422462835,-16.27329885057471,169574,-6.904,-6.782
Smart ForFour,economy,petrol,3.36,2015,88730,2015,34.7,electro_bug,0.0,4.363908045977012,185.22913451356996,34.01149425287356,8.004597701149425,7.477011494252873,34,2.838235294117647,859,3,48.754,0.06465363443751922,-17.64351724137931,575172,3.423,-8.7605
Skoda Rapid,economy,petrol,3.8,2013,45784,2015,68.31,engine_ignition,0.1,4.192298850574713,193.9601715175804,34.61494252873563,8.010344827586207,7.580459770114943,34,2.8970588235294117,804,4,48.367000000000004,-0.36978628602346647,9.855511494252873,650511,-0.256,17.60875
Renault Sandero,standart,petrol,4.06,2014,62443,2019,43.59,engine_fuel,0.1,4.1210344827586205,163.07665705106444,34.05172413793103,8.05,14.740458015267176,34,3.3911764705882352,921,2,27.087,0.10904793136121414,-2.78133908045977,520525,-0.65,3.7127499999999998
VW Polo VI,economy,petrol,3.0,2014,65351,2021,23.93,engine_overheat,0.1,4.05448275862069,182.0084768940822,32.61494252873563,7.833908045977011,8.809248554913294,34,4.794117647058823,795,3,73.599,0.002659568718950438,-29.29329885057471,426236,-0.067,-10.81075
Skoda Rapid,economy,petrol,6.0,2014,68017,2014,31.45,electro_bug,0.0,4.048965517241379,181.01685484796457,35.94827586206897,7.942528735632184,7.132183908045977,34,3.658823529411765,924,4,39.160000000000004,0.05898252253361663,-7.205816091954023,290156,4.965,-1.67275
Kia Rio X-line,economy,petrol,3.8,2011,4544,2015,48.7,engine_overheat,0.1,3.868045977011494,189.19086949465108,32.827586206896555,7.889080459770115,8.867816091954023,34,3.138235294117647,842,4,13.429,0.0166554365874863,-3.0873045977011495,195863,0.0,0.0
VW Polo,economy,petrol,2.58,2015,86219,2017,42.41,engine_fuel,0.1,4.021436781609196,175.79822383329474,34.47701149425287,8.079885057471264,14.634782608695652,34,3.3588235294117648,772,3,46.54600000000001,0.2633157471563143,11.051959770114943,194278,0.109,18.497
Hyundai Solaris,economy,petrol,5.06,2015,92005,2018,38.95,break_bug,0.1,5.428275862068966,112.45339188979167,34.7816091954023,8.063793103448276,7.545977011494253,34,3.0500000000000003,762,4,62.977999999999994,-0.05265625382421249,-12.999741379310345,106745,2.225,0.812
Skoda Rapid,economy,petrol,4.48,2015,74879,2017,29.03,electro_bug,0.0,4.529885057471264,164.5882190619798,33.706896551724135,8.020114942528735,7.413793103448276,34,3.679411764705882,784,3,65.72500000000001,-0.11366255786907883,-17.423149425287356,470470,1.812,-4.0675
Kia Rio X-line,economy,petrol,3.8,2015,93813,2021,29.12,gear_stick,0.1,4.464252873563218,110.9012538925634,34.172413793103445,7.847701149425287,9.189655172413794,34,4.455882352941177,843,4,73.795,-0.07307259151330439,-25.645126436781613,430543,-0.942,-5.57475
Smart ForFour,economy,petrol,5.02,2015,82138,2020,28.71,break_bug,0.1,5.610172413793103,115.3201513924068,34.55747126436781,7.9528735632183905,6.614942528735632,34,3.1999999999999997,894,4,28.015,-0.1781282840805035,-4.953212643678161,714529,3.614,3.609
Smart Coupe,economy,petrol,3.76,2016,102285,2021,47.71,engine_check,0.1,4.750402298850575,162.0,33.235632183908045,8.139080459770115,16.789915966386555,34,3.2294117647058824,854,4,11.701,-0.009824108736484274,-2.0577241379310345,304343,-0.0,0.0
Tesla Model 3,premium,electro,3.06,2014,66621,2019,63.47,electro_bug,0.0,4.2797126436781605,180.8316260130324,37.14942528735632,9.197701149425288,11.812865497076023,34,3.7058823529411766,769,4,55.355,0.03769895132917102,-9.34935632183908,588065,0.597,0.87625
Kia Sportage,standart,petrol,5.24,2014,57237,2017,28.63,break_bug,0.59,5.622011494252874,118.067747057833,34.01724137931034,7.968390804597701,7.591954022988506,34,3.688235294117647,801,3,71.926,0.004347904620271789,-22.117718390804598,169201,4.32,-7.6049999999999995
Renault Sandero,standart,petrol,5.7,2015,81063,2020,35.38,engine_overheat,0.1,3.773275862068965,191.53645307532904,33.12643678160919,7.841379310344828,9.074712643678161,34,3.432352941176471,846,4,30.246000000000002,-0.0504107918963098,3.4814195402298855,58037,13.621,8.69375
Audi Q3,premium,petrol,2.0,2017,135954,2022,32.4,gear_stick,0.1,4.518908045977011,114.84970127022628,35.201149425287355,7.891954022988506,9.39655172413793,34,4.273529411764706,877,4,61.351,-0.0398612667568298,-26.16701724137931,64885,1.659,-15.331999999999999
Smart Coupe,economy,petrol,4.76,2014,65374,2017,66.5,engine_check,0.15,4.812011494252873,159.58687735238215,32.166666666666664,8.138505747126436,14.410714285714286,34,2.5558823529411767,869,4,52.792,-0.04405457351272465,8.118459770114942,470229,19.001,17.527
VW Polo VI,economy,petrol,4.64,2012,23321,2021,37.49,gear_stick,0.1,4.417183908045978,120.54075463721072,34.0632183908046,7.850574712643678,8.442528735632184,34,3.338235294117647,855,4,12.200999999999999,-0.026947773249562428,-2.830155172413793,91594,0.0,0.0
Renault Kaptur,standart,petrol,4.7,2013,48318,2020,62.9,another_bug,0.1,4.651206896551724,181.21360276257397,33.252873563218394,8.16896551724138,17.661290322580644,34,4.394117647058824,1085,4,118.47600000000001,0.0057911930312222965,-58.31052873563218,687911,-2.951,-39.47
Nissan Qashqai,standart,petrol,4.04,2011,7381,2021,25.3,engine_fuel,0.1,4.092471264367816,165.01975067843517,32.97701149425287,8.198275862068966,17.529411764705884,34,3.820588235294118,956,4,48.531,-0.19082671000521154,26.539850574712645,26893,0.336,34.55725
Hyundai Solaris,economy,petrol,3.92,2013,36824,2016,53.65,engine_check,0.1,4.517126436781609,164.65826016026318,33.52873563218391,8.208620689655172,19.11764705882353,34,2.9676470588235295,810,4,13.6,-0.1568176356832726,-2.6205517241379312,361235,-0.0,0.001
VW Polo VI,economy,petrol,4.64,2014,53211,2019,26.14,wheel_shake,0.99,4.719770114942529,133.38987158651034,33.44252873563219,8.163793103448276,16.636363636363637,34,4.070588235294117,1008,4,48.817,0.016590428195873985,-2.825264367816092,468510,5.462,3.50225
VW Polo,economy,petrol,6.36,2014,59952,2019,83.96,another_bug,0.1,4.638275862068966,189.07374039415387,34.14367816091954,8.183333333333334,18.484126984126984,34,2.802941176470588,851,4,102.982,-0.015260452540254777,-37.28424712643678,258820,-37.203,-21.9295
Kia Sportage,standart,petrol,4.84,2012,24305,2017,46.64,engine_overheat,0.1,4.278218390804597,195.60032555756555,33.03448275862069,7.80632183908046,8.913793103448276,34,3.8,972,4,35.819,-0.1327521149769414,-3.6549195402298853,360816,9.591,3.3672500000000003
Renault Sandero,standart,petrol,4.0,2015,76276,2016,101.52,another_bug,0.51,4.695574712643678,197.0254316653277,32.94827586206897,8.062068965517241,14.115702479338843,34,2.947058823529412,817,4,54.846,-0.03713052917558099,-22.210672413793105,632574,-34.746,-17.694
Kia Sportage,standart,petrol,4.18,2011,3472,2019,40.22,engine_overheat,0.1,3.9151724137931034,183.18043036573516,32.90229885057471,7.858045977011494,8.936416184971097,34,3.8588235294117643,864,4,29.073999999999998,0.03188696449612998,0.04083908045977008,298350,4.354,3.013
Skoda Rapid,economy,petrol,3.94,2014,59947,2017,50.29,engine_ignition,0.1,3.9235057471264363,189.57519675600332,34.81609195402299,7.990229885057471,7.373563218390805,34,3.173529411764706,932,4,14.96,0.026143849808932,-3.826344827586207,508079,-0.0,-0.001
Skoda Rapid,economy,petrol,4.0,2014,58143,2019,29.66,gear_stick,0.1,4.600402298850575,103.98699701472395,34.06896551724138,7.813793103448275,8.508670520231213,34,3.538235294117647,994,4,10.8,-0.06362429275533141,-2.37682183908046,619176,-0.0,0.0
Nissan Qashqai,standart,petrol,4.7,2015,86086,2017,35.95,electro_bug,0.0,4.087643678160919,185.0,35.00574712643678,7.994252873563219,7.051724137931035,34,3.388235294117647,783,4,44.176,-0.005227421036477832,14.080885057471265,417192,2.525,18.78375
VW Tiguan,economy,petrol,6.34,2015,82698,2018,32.09,wheel_shake,0.1,4.620287356321839,118.8152546471081,35.804597701149426,8.13103448275862,15.304347826086957,34,3.235294117647059,868,4,31.516,0.09368338071790111,-2.407919540229885,594188,0.437,1.5585
Renault Sandero,standart,petrol,5.06,2012,24403,2021,32.19,gear_stick,0.35,4.585402298850575,113.50151878305958,33.31609195402299,7.7971264367816095,8.632183908045977,34,3.95,854,4,29.012,-0.05339693737955257,-5.676103448275862,51295,4.13,4.125
BMW 320i,business,petrol,4.92,2016,101821,2019,62.98,engine_ignition,0.1,4.162586206896552,192.1560769945499,34.91379310344828,8.11551724137931,7.344827586206897,34,2.929411764705882,826,4,14.109,-0.12288273677468722,-3.4052126436781607,669025,-0.0,-0.0
Renault Sandero,standart,petrol,5.72,2015,81120,2019,30.91,gear_stick,0.1,4.611149425287357,109.53619303786871,33.01149425287356,7.805747126436782,8.701149425287356,34,3.426470588235294,1039,4,34.998000000000005,-0.09990365263433182,-8.078879310344828,113834,-20.577,0.427
Audi A3,premium,petrol,3.86,2014,63825,2019,60.36,engine_ignition,0.1,4.166494252873563,189.7054392686955,37.195402298850574,8.018965517241378,7.327586206896552,34,3.0352941176470587,823,5,60.098,-0.04271078854329844,-3.270977011494253,602485,-0.062,15.161999999999999
VW Polo VI,economy,petrol,5.76,2013,41722,2021,72.97,engine_check,0.6,4.492126436781609,149.0,33.64367816091954,8.110344827586207,18.767241379310345,34,2.4205882352941175,853,4,79.494,0.1112840553926493,1.532367816091954,58277,-2.724,11.49125
MINI CooperSE,business,electro,3.84,2014,61001,2020,42.15,engine_overheat,0.1,3.964080459770115,197.93146957357175,36.827586206896555,7.910344827586208,8.833333333333334,34,5.0058823529411764,1063,4,44.869,-0.07387309932051296,12.925982758620691,355726,-0.603,20.75825
Kia Sportage,standart,petrol,4.32,2013,41311,2018,93.24,another_bug,0.1,4.870344827586207,200.0,33.97126436781609,8.141379310344828,16.76,34,3.7176470588235295,810,3,41.321,0.21845612881142223,8.09251724137931,687639,3.387,15.652249999999999
Kia Rio X-line,economy,petrol,4.44,2015,76977,2017,27.67,electro_bug,0.0,4.130114942528736,186.0522508997641,35.5919540229885,7.944827586206897,6.149425287356322,34,4.526470588235294,997,4,67.301,0.009390129421413224,8.162827586206896,664062,18.371,21.67475
VW Polo VI,economy,petrol,3.32,2015,75595,2021,87.7,another_bug,0.29,4.6947126436781605,185.90563909407464,33.48850574712644,8.164367816091954,17.90990990990991,34,3.4941176470588236,738,4,68.769,0.003947145204367756,13.404902298850574,678352,11.985,27.09525
VW Polo VI,economy,petrol,4.5,2012,24759,2017,30.65,break_bug,0.1,5.375229885057471,103.8294609058906,32.91954022988506,8.067241379310346,7.448275862068965,34,3.5500000000000003,883,4,9.399,-0.050230340612092715,-2.5658333333333334,288760,0.0,-0.001
Kia Rio X,economy,petrol,4.28,2014,61920,2018,28.37,engine_fuel,0.1,4.287356321839081,165.1371734802227,33.71264367816092,8.116666666666667,16.771653543307085,34,3.25,886,3,51.797,-0.10735674284241518,16.83513793103448,439795,-3.834,22.604
Kia Rio X-line,economy,petrol,4.1,2011,3523,2015,55.0,another_bug,0.1,4.91471264367816,200.0,32.28735632183908,8.087931034482759,15.757575757575758,34,4.264705882352941,942,3,62.543,0.04955385389887494,-30.917155172413793,286498,-42.512,-22.024
Hyundai Solaris,economy,petrol,5.76,2013,45373,2017,27.44,wheel_shake,0.1,4.634655172413793,119.0,32.689655172413794,8.127586206896552,14.87704918032787,34,3.2294117647058824,906,5,92.72,0.15435280189022216,-31.832591954022988,350199,6.124,-7.00525
Kia Rio X-line,economy,petrol,3.84,2013,48566,2016,36.08,wheel_shake,0.1,4.55919540229885,128.91492010164893,32.88505747126437,8.222988505747127,17.25438596491228,34,3.635294117647059,918,4,34.037,-0.016232613443069362,8.294701149425288,617910,8.377,14.93575
Fiat 500,business,petrol,3.48,2012,25103,2021,35.54,break_bug,0.1,5.343563218390805,121.0,34.94827586206897,8.074137931034484,7.551724137931035,34,2.835294117647059,898,4,29.034000000000002,-0.10167083354186232,-5.641028735632184,296558,-6.067,0.943
Renault Kaptur,standart,petrol,5.78,2013,52799,2015,58.45,another_bug,0.13,4.805114942528736,183.0,34.235632183908045,8.14655172413793,14.427272727272728,34,3.8970588235294117,971,4,48.829,-0.054333371965899324,7.604241379310344,674052,4.289,12.44
Mercedes-Benz GLC,business,petrol,4.64,2014,69197,2016,40.16,gear_stick,0.1,4.3933908045977015,117.09079258950791,33.729885057471265,8.291379310344828,10.885057471264368,34,4.438235294117647,960,3,44.541,0.09385429345136002,-7.042045977011495,469403,3.272,2.2032499999999997
Renault Kaptur,standart,petrol,3.34,2011,4187,2019,36.0,gear_stick,0.1,4.302183908045977,93.0,32.775862068965516,7.8,9.316091954022989,34,3.6558823529411764,864,4,70.926,-0.0637141717814845,-32.68818390804598,619534,-68.59,-20.423750000000002
Kia Sportage,standart,petrol,3.82,2015,90120,2021,32.81,electro_bug,0.0,4.218275862068966,182.7121717325705,34.632183908045974,7.98735632183908,7.224137931034483,34,3.6852941176470586,850,3,74.866,0.12290463102709076,-32.965643678160916,108368,2.625,-17.521
VW Tiguan,economy,petrol,5.4,2016,114326,2021,26.13,break_bug,0.63,5.5329310344827585,109.17469491341733,35.86206896551724,7.996551724137931,7.235632183908046,34,4.223529411764706,912,4,101.346,-0.015253618498286575,-31.91624712643678,57684,2.893,-2.60875
Smart Coupe,economy,petrol,3.18,2014,65106,2015,34.35,break_bug,0.1,5.46735632183908,123.47553965334706,32.63793103448276,7.898850574712644,7.775862068965517,34,3.1323529411764706,904,4,8.197,-0.02645008188441729,-1.9540632183908047,147480,-0.0,0.001
Kia Sportage,standart,petrol,3.72,2011,3890,2020,33.02,break_bug,0.1,5.023793103448276,107.87244314137428,35.04597701149425,8.01264367816092,7.7298850574712645,34,3.8705882352941177,928,4,53.5,0.05859453735949036,-12.335206896551725,179910,-0.617,-0.9525
VW Polo,economy,petrol,5.56,2013,46364,2019,69.63,engine_check,0.1,4.5218390804597695,165.0,33.82183908045977,8.132183908045977,21.464285714285715,34,2.573529411764706,957,4,101.08,-0.1402645036162858,-21.34647701149425,183878,0.963,-7.674
VW Polo,economy,petrol,5.04,2011,157,2019,48.18,engine_ignition,0.1,4.181149425287356,187.49780074098163,34.12068965517241,8.011494252873563,7.477011494252873,34,3.4647058823529413,889,4,49.467,0.19974830261287024,-8.33083908045977,683394,-1.036,0.881
Skoda Rapid,economy,petrol,4.64,2015,92111,2016,31.29,gear_stick,0.25,4.284080459770115,117.09976056082884,34.42528735632184,7.852873563218392,9.25287356321839,34,2.835294117647059,942,4,32.001,-0.02634192283126298,-7.927948275862069,464470,1.386,1.385
Smart Coupe,economy,petrol,3.02,2017,115478,2020,27.98,wheel_shake,0.25,4.6048850574712645,117.0,34.18390804597701,8.08448275862069,15.165217391304347,34,3.6205882352941177,866,3,43.215,-0.054635557880412376,16.40509195402299,375070,18.232,25.880000000000003
VW Tiguan,economy,petrol,4.74,2017,129005,2019,58.48,engine_fuel,0.1,4.113850574712643,167.8408980648876,35.839080459770116,8.061494252873564,15.572649572649572,34,3.114705882352941,786,4,82.414,0.08683270453113812,46.021931034482755,243175,-6.405,67.4355
Smart ForFour,economy,petrol,4.46,2016,102415,2017,38.85,wheel_shake,0.1,4.720862068965517,145.59784786654797,34.2183908045977,8.122988505747127,17.637931034482758,34,2.9735294117647055,939,4,32.01,0.04526057609391895,-9.022270114942529,53875,5.714,-3.77325
VW Polo VI,economy,petrol,4.84,2014,74847,2017,36.26,wheel_shake,0.1,4.6817816091954025,150.53303090182732,33.201149425287355,8.076436781609194,16.09016393442623,34,3.588235294117647,960,4,44.229,0.001851326036308416,-6.208988505747127,212354,9.739,1.4820000000000002
Smart ForTwo,economy,petrol,4.42,2017,114610,2016,27.73,gear_stick,0.7,4.342873563218391,110.16526848065722,34.08620689655172,7.818390804597701,9.304597701149426,34,4.064705882352941,797,4,12.998999999999999,0.08989077167193646,-2.1720862068965516,654311,-0.0,0.0
Nissan Qashqai,standart,petrol,4.76,2012,21879,2016,62.7,engine_ignition,0.1,4.126896551724138,191.1162869118361,33.93103448275862,8.030459770114943,7.988439306358382,34,2.8588235294117648,897,4,39.254,-0.06885684578449948,5.086258620689655,572382,0.928,8.47775
