model,car_type,fuel_type,max_speed,mean_rating,min_rating,avg_destroy_degree,driver_accident_mean,driver_rating_mean,fix_count,total_work_duration,feature_min_max_diff,feature_start,feature_quant,target_class
Smart ForFour,economy,petrol,200.0,4.660862068965518,0.1,3.5647058823529414,17.076271186440678,8.101149425287355,34,815,49.586,13.898,12.1415,another_bug
Kia Rio X-line,economy,petrol,172.7054064963598,4.30948275862069,0.0,3.135294117647059,7.0,7.999425287356322,34,684,67.041,9.509,17.465,electro_bug
Kia Rio X-line,economy,petrol,163.73599884789363,4.065402298850574,0.1,3.126470588235294,15.41025641025641,8.150574712643678,34,789,56.592,1.914,18.3955,engine_fuel
Hyundai Solaris,economy,petrol,197.83989332404036,4.065229885057471,0.1,3.823529411764706,9.120689655172415,7.8,34,1044,35.118,19.811,22.386249999999997,engine_overheat
Kia Sportage,standart,petrol,182.4488550876019,4.5216091954022986,0.1,3.914705882352941,15.327433628318584,8.097701149425287,34,895,71.32900000000001,4.856,6.93375,another_bug
Kia Rio X-line,economy,petrol,183.9972436648194,4.588563218390805,0.1,4.247058823529412,18.728070175438596,8.035057471264368,34,807,10.001000000000001,-0.0,0.001,another_bug
VW Polo,economy,petrol,164.91820014649304,4.302126436781609,0.1,3.9558823529411766,15.893805309734514,8.079310344827586,34,769,15.981,-0.0,-0.0,engine_fuel
Smart Coupe,economy,petrol,197.87941396646988,4.049367816091954,0.1,3.4588235294117644,7.195402298850575,7.979310344827587,34,824,47.555,-0.567,35.876000000000005,engine_ignition
Smart Coupe,economy,petrol,185.47244802570603,4.091839080459771,0.1,2.35,7.068965517241379,8.017816091954023,34,955,47.048,0.261,23.26675,engine_ignition
Renault Sandero,standart,petrol,196.43452767955523,3.9789655172413796,0.1,3.6205882352941177,8.758620689655173,7.8212643678160925,34,834,44.073,37.746,22.71125,engine_overheat
Audi A3,premium,petrol,187.0,4.3068965517241375,0.0,3.979411764705883,7.884393063583815,8.145402298850575,34,1009,75.789,3.787,20.3715,electro_bug
Hyundai Solaris,economy,petrol,195.0,4.679827586206897,0.1,2.7823529411764705,17.619834710743802,8.079885057471264,34,696,50.057,-1.461,17.51725,another_bug
Renault Kaptur,standart,petrol,157.51099226221984,4.432528735632184,0.1,2.9,14.660869565217391,8.087931034482759,34,992,17.201,-0.0,0.001,engine_check
Kia Sportage,standart,petrol,199.88021988568985,3.90764367816092,0.1,3.0617647058823527,9.664739884393063,7.948275862068965,34,896,39.024,1.354,25.546,engine_overheat
Skoda Rapid,economy,petrol,160.0,4.459425287356322,0.34,2.726470588235294,17.129032258064516,8.01551724137931,34,1022,55.257999999999996,0.223,-4.71825,engine_check
Tesla Model 3,premium,electro,169.36837491944237,4.556149425287356,0.1,3.361764705882353,24.312,9.252298850574713,34,914,42.19,-0.093,12.64425,engine_fuel
Smart Coupe,economy,petrol,162.10175891286892,4.215747126436781,0.0,2.75,8.206896551724139,8.022413793103448,34,786,77.315,-10.177,10.01575,electro_bug
Renault Sandero,standart,petrol,196.9753488581586,4.042873563218391,0.1,2.75,9.06936416184971,7.864942528735632,34,937,35.579,2.759,6.19425,engine_overheat
Kia Rio X,economy,petrol,194.2207769632616,4.2091379310344825,0.1,3.1323529411764706,7.327586206896552,8.003448275862068,34,913,57.443,-6.124,19.227999999999998,engine_ignition
Renault Kaptur,standart,petrol,156.2488359232765,4.418908045977012,0.1,3.273529411764706,16.10483870967742,8.09712643678161,34,908,51.994,-2.063,2.5685000000000002,engine_fuel
Nissan Qashqai,standart,petrol,199.05838999320213,4.062528735632184,0.1,2.5088235294117647,7.179190751445087,8.047126436781609,34,1081,49.586,0.705,41.653,engine_ignition
Smart ForFour,economy,petrol,189.8274761759401,4.298103448275862,0.1,3.261764705882353,7.5491329479768785,8.017816091954023,34,964,56.313,0.333,44.78875,engine_ignition
Smart ForFour,economy,petrol,191.0971570651385,4.120747126436782,0.1,3.920588235294118,9.011494252873563,7.876436781609195,34,965,37.693,-3.46,4.1345,engine_overheat
VW Polo VI,economy,petrol,178.0,4.789770114942528,0.45,3.5441176470588234,16.23076923076923,8.143103448275863,34,965,58.873,-10.515,6.6635,another_bug
Kia Rio X-line,economy,petrol,197.69509368248788,4.09551724137931,0.1,2.908823529411765,7.408045977011494,7.966091954022988,34,868,14.62,-0.0,0.0,engine_ignition
VW Polo VI,economy,petrol,119.0,4.5969540229885055,0.5,3.4676470588235295,18.41176470588235,8.036781609195403,34,901,17.3,-0.0,0.0,wheel_shake
Hyundai Solaris,economy,petrol,163.1856559739571,4.780229885057471,0.1,4.008823529411765,13.270491803278688,8.056896551724138,34,924,15.599,-4.0,0.0,wheel_shake
VW Polo,economy,petrol,194.20571186553644,3.995229885057471,0.1,4.188235294117647,8.597701149425287,7.720689655172414,34,870,49.387,5.76,11.17825,engine_overheat
VW Tiguan,economy,petrol,116.14948285036267,5.303275862068966,0.1,4.155882352941177,7.316091954022989,8.025862068965518,34,910,67.541,-24.679,-10.23375,break_bug
Kia Rio X,economy,petrol,172.54168096746668,4.13816091954023,0.1,3.411764705882353,15.163793103448276,8.164367816091954,34,852,35.381,1.888,12.757249999999999,engine_fuel
Smart ForTwo,economy,petrol,190.78572020116317,3.9676436781609197,0.1,3.35,9.732558139534884,7.837931034482758,34,757,22.547,21.202,13.423250000000001,engine_overheat
VW Polo VI,economy,petrol,106.99370591742706,5.345344827586207,0.1,3.1323529411764706,7.028735632183908,7.988505747126437,34,907,74.625,-45.102,-0.2985,break_bug
VW Tiguan,economy,petrol,115.71265216065846,5.323678160919541,0.93,3.6205882352941177,7.275862068965517,8.040229885057471,34,908,72.905,3.859,-7.532,break_bug
VW Tiguan,economy,petrol,149.70665506274142,4.623620689655172,0.1,3.264705882352941,17.303571428571427,8.030459770114943,34,911,10.5,-0.0,-0.0,wheel_shake
VW Polo VI,economy,petrol,118.0,4.548275862068965,0.1,3.623529411764706,15.21951219512195,8.198850574712644,34,794,26.777,19.723,10.11975,wheel_shake
VW Polo VI,economy,petrol,182.09779259312808,4.13764367816092,0.0,2.9941176470588236,7.293103448275862,7.968390804597701,34,772,9.091000000000001,-0.0,0.04375,electro_bug
VW Polo VI,economy,petrol,162.0,4.670229885057472,0.5,2.7941176470588234,13.984496124031008,8.11264367816092,34,854,57.667,4.548,5.9415,engine_check
Nissan Qashqai,standart,petrol,106.08916680078168,5.3260919540229885,0.1,4.497058823529412,7.218390804597701,8.024137931034483,34,978,60.076,5.755,4.791,break_bug
Smart ForFour,economy,petrol,158.11611649087635,4.715,0.38,3.4823529411764707,17.23931623931624,8.124712643678162,34,1060,10.5,-0.0,-0.0,engine_check
Smart ForTwo,economy,petrol,118.0,4.610804597701149,0.1,3.4941176470588236,15.964285714285714,8.07816091954023,34,869,47.301,2.986,41.81075,wheel_shake
VW Polo VI,economy,petrol,108.10858691291074,5.6017816091954025,0.67,4.017647058823529,7.689655172413793,7.991954022988505,34,836,29.002000000000002,-11.612,4.40075,break_bug
Renault Kaptur,standart,petrol,155.0,4.550689655172414,0.1,3.302941176470588,16.262295081967213,8.032183908045976,34,767,70.452,-0.148,28.42925,engine_check
VW Polo VI,economy,petrol,196.28680641767625,4.275114942528735,0.1,3.023529411764706,7.137931034482759,7.939080459770116,34,851,37.715999999999994,3.383,15.597999999999999,engine_ignition
Fiat 500,business,petrol,110.14580817396164,4.410229885057471,0.1,3.3058823529411767,9.192982456140351,7.918390804597701,34,858,93.738,3.452,6.6892499999999995,gear_stick
Nissan Qashqai,standart,petrol,183.6695267527204,4.240057471264367,0.1,2.7705882352941176,15.870689655172415,8.154022988505746,34,944,51.035,0.351,-6.3675,engine_fuel
Renault Kaptur,standart,petrol,103.87165877164924,5.700747126436782,1.29,3.8323529411764707,8.0,8.044827586206896,34,936,74.266,0.402,14.088750000000001,break_bug
Renault Sandero,standart,petrol,196.0,4.72735632183908,0.1,2.9499999999999997,17.918032786885245,8.10632183908046,34,785,7.001,-0.0,0.001,another_bug
VW Polo,economy,petrol,107.71106156196824,5.235402298850575,0.1,3.8970588235294117,7.0,8.099425287356322,34,815,63.129000000000005,-14.233,12.504000000000001,break_bug
Smart ForFour,economy,petrol,188.17887486044617,4.149367816091954,0.1,3.2147058823529413,16.271929824561404,8.062068965517241,34,917,35.955,-2.952,3.2910000000000004,engine_fuel
Kia Rio X,economy,petrol,120.65007908251953,4.737816091954023,0.1,3.3088235294117645,15.155172413793103,8.087356321839081,34,867,60.724999999999994,8.266,17.995,wheel_shake
Kia Rio,economy,petrol,157.0,4.76316091954023,0.19,2.65,15.53968253968254,8.141379310344828,34,784,8.099,-0.0,-0.0,engine_check
VW Polo VI,economy,petrol,157.0,4.617471264367817,0.1,2.6470588235294117,17.9,8.114367816091955,34,904,61.388,-0.228,30.698,engine_check
Hyundai Solaris,economy,petrol,113.82939431100496,4.412298850574713,0.1,4.347058823529412,8.649425287356323,7.781609195402299,34,790,18.400000000000002,0.0,0.0,gear_stick
Smart Coupe,economy,petrol,170.0,4.217528735632184,0.0,3.2147058823529413,7.867816091954023,8.017241379310345,34,875,56.913,1.58,6.8309999999999995,electro_bug
Renault Kaptur,standart,petrol,179.0696605665835,3.922011494252873,0.1,3.7529411764705882,9.120689655172415,7.832758620689655,34,985,79.81700000000001,5.886,2.237,engine_overheat
Kia Rio X-line,economy,petrol,192.23089477349137,4.067126436781609,0.1,2.861764705882353,9.028735632183908,7.839080459770115,34,863,49.791,4.065,4.013999999999999,engine_overheat
Skoda Rapid,economy,petrol,116.77074472053772,4.536781609195402,0.1,4.497058823529412,8.448275862068966,7.879885057471264,34,1002,29.024,-7.509,3.50575,gear_stick
Skoda Rapid,economy,petrol,159.08171589219148,4.426091954022988,0.1,2.6029411764705883,15.53125,8.10919540229885,34,955,60.747,28.268,38.974500000000006,engine_check
Kia Rio X-line,economy,petrol,157.28610081704335,4.41551724137931,0.1,2.888235294117647,16.38095238095238,8.063793103448276,34,812,59.82299999999999,-0.167,-4.71325,engine_check
Smart ForFour,economy,petrol,171.6330173514588,3.8840804597701153,0.1,3.526470588235294,15.784615384615385,8.136206896551725,34,891,13.599,-0.0,-0.0,engine_fuel
VW Tiguan,economy,petrol,143.0,4.496379310344827,0.1,3.091176470588235,15.0,8.036206896551723,34,798,14.899,0.0,0.0,engine_check
VW Polo,economy,petrol,191.41753499844495,4.108505747126436,0.1,2.623529411764706,9.132183908045977,7.763793103448276,34,863,13.6,-0.0,-0.0,engine_overheat
VW Polo,economy,petrol,197.9874260667667,4.003850574712644,0.1,3.6558823529411764,9.051724137931034,7.855747126436782,34,867,62.010999999999996,-3.068,9.83025,engine_overheat
Kia Rio X,economy,petrol,184.3733283916486,3.958793103448276,0.1,2.9823529411764707,7.32183908045977,8.066666666666666,34,990,57.344,0.241,37.66575,engine_ignition
Smart ForTwo,economy,petrol,120.14264925806287,5.536436781609195,0.1,3.6882352941176473,7.419540229885057,7.964942528735633,34,1006,69.678,6.858,31.17275,break_bug
Smart Coupe,economy,petrol,191.87084427412535,4.204885057471264,0.1,2.9676470588235295,7.275862068965517,8.02816091954023,34,772,44.368,0.427,33.483999999999995,engine_ignition
VW Polo,economy,petrol,111.19166749997844,5.070459770114942,0.1,4.052941176470589,6.689655172413793,7.956896551724138,34,964,29.015,-20.97,2.041,break_bug
MINI CooperSE,business,electro,186.9583125064645,4.0391954022988505,0.1,3.097058823529412,7.120689655172414,8.040229885057471,34,884,35.648,-1.193,18.700499999999998,engine_ignition
Kia Rio X,economy,petrol,186.0,4.728908045977012,0.61,3.376470588235294,19.61864406779661,8.15632183908046,34,1009,60.498999999999995,-11.922,-5.282,another_bug
Smart ForFour,economy,petrol,169.6465262698295,4.179425287356322,0.1,4.126470588235295,16.390243902439025,8.125862068965517,34,888,61.767,-0.983,35.2545,engine_fuel
Smart Coupe,economy,petrol,103.45894891704668,4.402298850574713,0.1,3.7911764705882356,9.022988505747126,7.8,34,826,15.099,-0.0,-0.0,gear_stick
VW Polo VI,economy,petrol,170.96485238567976,4.70580459770115,0.22,3.926470588235294,14.14655172413793,8.147126436781608,34,916,43.073,2.113,0.14,another_bug
Audi A4,premium,petrol,113.42079787021832,4.525229885057471,0.1,3.7323529411764707,8.53757225433526,7.867241379310346,34,845,64.776,3.147,6.6015,gear_stick
Skoda Rapid,economy,petrol,175.59724894459998,4.0471264367816095,0.1,3.426470588235294,16.370689655172413,8.207471264367815,34,743,48.656,2.505,22.5855,engine_fuel
Hyundai Solaris,economy,petrol,197.25470243057748,4.226206896551724,0.1,2.2235294117647055,9.781609195402298,7.831609195402299,34,883,18.546,-0.364,13.531749999999999,engine_overheat
Smart Coupe,economy,petrol,177.18314183266529,4.515057471264368,0.0,3.1088235294117648,7.080459770114943,7.991379310344827,34,899,68.92,-15.71,28.0715,electro_bug
Kia Sportage,standart,petrol,126.0,5.208045977011494,0.1,4.094117647058823,7.425287356321839,7.9637931034482765,34,871,57.037000000000006,-0.64,-1.02175,break_bug
VW Polo,economy,petrol,199.29593874841584,4.283448275862069,0.1,3.0617647058823527,7.264367816091954,7.951724137931034,34,841,32.162,-4.187,1.579,engine_ignition
Smart Coupe,economy,petrol,120.80153674952749,5.259425287356322,0.1,3.7764705882352945,7.425287356321839,7.977586206896551,34,936,55.251999999999995,-9.186,3.609,break_bug
VW Polo,economy,petrol,161.55191092403783,4.63316091954023,0.65,2.885294117647059,18.721739130434784,8.203448275862069,34,853,42.431,13.417,20.10775,wheel_shake
VW Polo,economy,petrol,155.0,4.491034482758621,0.23,2.588235294117647,15.327731092436975,8.154022988505746,34,904,50.645,28.081,29.83125,engine_check
Renault Sandero,standart,petrol,174.4935854223348,3.769367816091954,0.1,4.767647058823529,18.53448275862069,8.098275862068965,34,830,49.257,0.207,32.94775,engine_fuel
Kia Rio X,economy,petrol,174.29007833433965,3.8345977011494257,0.1,3.488235294117647,15.827868852459016,8.170689655172414,34,955,41.218,0.567,0.40449999999999997,engine_fuel
Kia Sportage,standart,petrol,195.6104533585644,3.9860919540229887,0.1,4.652941176470588,9.00578034682081,7.854597701149426,34,1078,39.339,14.373,4.105,engine_overheat
Mini Cooper,business,petrol,160.0,4.978793103448275,0.1,2.711764705882353,15.851239669421487,8.139080459770115,34,936,92.512,-0.613,17.2795,engine_check
Skoda Rapid,economy,petrol,105.14187068593208,5.486494252873563,0.1,3.829411764705882,7.895953757225434,8.048850574712644,34,1023,74.681,0.994,-6.67425,break_bug
BMW 320i,business,petrol,163.85882079673522,4.391264367816092,0.94,2.7794117647058822,15.792792792792794,8.145977011494253,34,824,52.81,34.182,13.844,engine_check
Kia Rio X,economy,petrol,192.6369446253853,4.692183908045977,0.1,2.7764705882352945,15.189655172413794,8.098850574712644,34,889,66.076,-5.483,3.22425,another_bug
VW Polo,economy,petrol,200.0,4.894597701149425,0.1,3.611764705882353,16.858333333333334,8.142528735632183,34,793,9.001,0.0,0.001,another_bug
Renault Kaptur,standart,petrol,187.0507290278293,4.2908620689655175,0.1,3.4058823529411764,9.166666666666666,7.847126436781609,34,886,48.399,13.871,15.48425,engine_overheat
Fiat 500,business,petrol,181.37749748197737,3.9698850574712643,0.1,3.2970588235294116,8.948275862068966,7.8454022988505745,34,805,37.478,3.631,-1.5739999999999998,engine_overheat
VW Tiguan,economy,petrol,131.48501729913914,4.783505747126437,0.1,4.079411764705882,16.741071428571427,8.085057471264367,34,823,40.632,6.744,1.4785,wheel_shake
Kia Rio X,economy,petrol,162.28234992728133,4.443793103448276,0.1,3.8617647058823534,17.57894736842105,8.082758620689656,34,937,37.819,1.265,22.24075,engine_fuel
Smart ForTwo,economy,petrol,168.75192201578574,4.695747126436781,0.16,3.3911764705882352,15.991869918699187,8.058620689655173,34,863,9.7,-0.0,-0.0,engine_check
Smart ForFour,economy,petrol,111.47238392257668,4.665747126436782,0.72,4.102941176470588,8.591954022988507,7.795402298850576,34,909,89.978,4.874,11.105,gear_stick
VW Polo VI,economy,petrol,182.59671071250773,4.1049425287356325,0.1,3.4176470588235297,9.160919540229886,7.792528735632184,34,966,61.562000000000005,-1.516,-0.63725,engine_overheat
Skoda Rapid,economy,petrol,173.0,4.607471264367816,0.26,4.373529411764705,16.901639344262296,8.11264367816092,34,939,91.83000000000001,-11.804,8.336500000000001,another_bug
Smart ForFour,economy,petrol,170.41374318782368,4.36580459770115,0.0,3.1558823529411764,7.275862068965517,7.964367816091953,34,836,4.094,0.0,0.04875,electro_bug
VW Tiguan,economy,petrol,176.56524090555132,4.161149425287356,0.1,3.2205882352941178,14.910569105691057,8.087356321839081,34,837,45.788,3.209,6.55725,engine_fuel
Kia Sportage,standart,petrol,181.7094589015246,4.118045977011494,0.1,3.2588235294117647,7.0344827586206895,8.004022988505747,34,884,71.979,1.347,51.4865,engine_ignition
VW Polo VI,economy,petrol,188.4272527641971,4.1466666666666665,0.0,3.905882352941177,6.816091954022989,7.929885057471264,34,838,55.219,3.192,-6.93525,electro_bug
Smart Coupe,economy,petrol,110.73689432731238,5.39948275862069,0.1,4.176470588235294,7.844827586206897,7.872988505747127,34,974,29.027,2.95,2.949,break_bug
Smart Coupe,economy,petrol,139.7416881176181,4.479137931034483,0.1,3.3705882352941177,17.469565217391306,8.104597701149425,34,870,41.639,-1.32,15.706,wheel_shake
Smart ForFour,economy,petrol,168.3489516754649,4.150977011494253,0.0,4.25,7.508670520231214,7.95344827586207,34,915,49.171,4.902,6.78825,electro_bug
BMW 320i,business,petrol,199.1390346146248,4.347758620689655,0.0,3.5352941176470587,8.045977011494253,8.073563218390804,34,797,61.537,5.199,23.6295,electro_bug
Smart Coupe,economy,petrol,168.40081227115644,4.494942528735632,0.1,4.1000000000000005,17.661016949152543,8.079885057471264,34,861,33.932,-2.9,5.121,wheel_shake
Kia Rio,economy,petrol,128.13468680035214,5.184425287356322,0.1,3.6852941176470586,7.511494252873563,8.020689655172413,34,887,29.015,3.054,3.063,break_bug
Kia Rio,economy,petrol,168.4522495253708,4.29683908045977,0.1,3.2205882352941178,16.0,8.137931034482758,34,649,48.318,-0.116,7.3454999999999995,engine_fuel
Renault Sandero,standart,petrol,188.84970864330256,4.1689655172413795,0.1,3.073529411764706,7.063218390804598,7.932758620689655,34,965,48.11,-2.567,10.7995,engine_ignition
Kia Rio X-line,economy,petrol,194.20959618825987,4.835057471264368,0.1,3.2029411764705884,18.162393162393162,8.157471264367816,34,907,59.858,4.527,-0.12125,another_bug
VW Polo VI,economy,petrol,170.5838010799467,4.194252873563218,0.1,3.5294117647058822,13.469026548672566,8.182183908045976,34,768,58.331,-0.373,7.354,engine_fuel
Renault Kaptur,standart,petrol,193.51174865660056,4.045172413793104,0.1,2.926470588235294,7.304597701149425,7.9655172413793105,34,787,40.697,-0.076,4.037,engine_ignition
VW Tiguan,economy,petrol,176.0,4.1433908045977015,0.1,2.902941176470588,7.264367816091954,7.955172413793104,34,887,14.790999999999999,0.0,0.001,engine_ignition
Kia Rio,economy,petrol,111.06534460257546,5.335172413793104,0.1,3.9529411764705884,7.850574712643678,8.108620689655172,34,869,81.496,-37.534,-22.99225,break_bug
Hyundai Solaris,economy,petrol,172.71106511356757,4.062241379310345,0.1,3.9764705882352938,17.462809917355372,8.063793103448276,34,736,53.17999999999999,-3.086,17.88225,engine_fuel
Hyundai Solaris,economy,petrol,117.0,4.78683908045977,0.49,3.908823529411765,17.080645161290324,8.094827586206897,34,971,45.532000000000004,6.521,-1.02525,wheel_shake
Nissan Qashqai,standart,petrol,105.5387211504694,4.488448275862069,0.1,4.1000000000000005,8.862068965517242,7.82183908045977,34,989,33.022999999999996,0.231,0.237,gear_stick
Audi A4,premium,petrol,199.20102356257635,4.317183908045977,0.1,3.8617647058823534,8.85632183908046,7.87816091954023,34,914,39.338,6.421,-0.982,engine_overheat
Hyundai Solaris,economy,petrol,196.66868822912565,4.8340229885057475,0.1,4.320588235294117,14.878260869565217,8.11551724137931,34,966,10.001,-0.0,-0.0,another_bug
Smart ForFour,economy,petrol,192.33584554976645,4.338390804597701,0.1,2.8794117647058823,7.994252873563219,8.070114942528736,34,856,37.335,-2.759,22.978749999999998,engine_ignition
Audi Q3,premium,petrol,164.5223870970443,4.068275862068965,0.1,4.638235294117647,15.86259541984733,8.121264367816092,34,1013,43.754000000000005,-4.809,22.05275,engine_fuel
Smart ForFour,economy,petrol,189.31352524377905,4.086149425287356,0.1,3.1676470588235297,7.258620689655173,8.005747126436782,34,1009,46.065,-0.386,22.561999999999998,engine_ignition
Renault Sandero,standart,petrol,190.64963067004032,4.069252873563218,0.1,4.664705882352941,9.797687861271676,7.930459770114943,34,991,45.5,1.755,2.72275,engine_overheat
Kia Sportage,standart,petrol,157.7353057370943,4.588218390804598,0.1,2.4558823529411766,15.347457627118644,8.157471264367816,34,826,13.399999999999999,0.0,0.001,engine_check
Audi Q3,premium,petrol,172.21695117744736,4.200229885057471,0.1,4.044117647058823,16.88976377952756,8.138505747126436,34,964,55.252,-0.248,22.18525,engine_fuel
Hyundai Solaris,economy,petrol,163.07707024231598,4.499137931034483,0.1,3.635294117647059,19.616,8.105172413793102,34,883,42.337999999999994,-1.81,0.6715,engine_fuel
Skoda Rapid,economy,petrol,189.92651324128025,4.053793103448276,0.1,3.338235294117647,7.063218390804598,7.964942528735633,34,790,15.639,-0.0,0.0,engine_ignition
Kia Sportage,standart,petrol,171.32503425310188,4.128735632183908,0.1,3.923529411764706,17.483870967741936,8.105172413793102,34,849,37.13,2.228,13.1265,engine_fuel
VW Polo,economy,petrol,171.49564153437944,4.118390804597701,0.1,4.329411764705883,14.75438596491228,8.13103448275862,34,1062,42.36,-0.046,13.9945,engine_fuel
Smart ForFour,economy,petrol,179.70484239712894,4.337586206896551,0.1,2.2794117647058822,7.120689655172414,7.979310344827587,34,873,13.431,0.0,0.0,engine_ignition
Skoda Rapid,economy,petrol,118.0,4.7237356321839075,0.1,3.726470588235294,17.533898305084747,8.145977011494253,34,829,29.91,12.771,8.6555,wheel_shake
Smart ForFour,economy,petrol,197.3747754615465,4.216896551724138,0.1,3.414705882352941,9.201149425287356,7.869540229885057,34,994,44.564,0.625,-8.2135,engine_overheat
Smart ForTwo,economy,petrol,200.0,4.421954022988506,0.0,3.6,6.816091954022989,7.948275862068965,34,981,45.929,5.733,6.37075,electro_bug
Kia Rio X,economy,petrol,181.0,3.968620689655172,0.1,3.088235294117647,9.132183908045977,7.831609195402299,34,963,47.379,28.14,24.15175,engine_overheat
Smart ForFour,economy,petrol,132.07905524271882,5.458563218390805,0.1,3.4441176470588233,7.603448275862069,8.026436781609195,34,874,65.979,-20.533,-1.47125,break_bug
Smart Coupe,economy,petrol,169.63485855560504,4.12919540229885,0.1,3.7323529411764707,18.94871794871795,8.188505747126436,34,855,14.961,0.0,0.0,engine_fuel
Skoda Rapid,economy,petrol,112.93450232401734,4.457816091954022,0.1,4.5323529411764705,9.173410404624278,7.895402298850574,34,984,29.016,0.053,0.057,gear_stick
MINI CooperSE,business,electro,167.11870340089166,4.714310344827586,0.1,2.908823529411765,18.992424242424242,8.213793103448277,34,790,15.899999999999999,-0.0,0.0,engine_check
Smart ForTwo,economy,petrol,177.93143190924908,3.9872413793103445,0.0,2.8588235294117648,7.404624277456647,7.935632183908046,34,836,60.81,-6.671,-0.09375,electro_bug
Smart ForFour,economy,petrol,121.07977547660052,4.600689655172414,0.18,3.4411764705882355,8.660919540229886,7.760919540229885,34,946,35.016,3.885,3.888,gear_stick
Hyundai Solaris,economy,petrol,184.45753531536235,3.972183908045977,0.0,3.567647058823529,7.323699421965318,8.019540229885058,34,848,57.011,0.992,0.5085,electro_bug
VW Polo VI,economy,petrol,126.04184717520262,4.498793103448276,0.1,4.261764705882353,9.183908045977011,7.811494252873564,34,1038,34.996,2.952,2.952,gear_stick
Audi Q3,premium,petrol,198.6383141553697,4.128103448275862,0.1,3.288235294117647,8.339080459770114,7.929310344827586,34,927,53.14,14.259,9.7,engine_overheat
VW Polo VI,economy,petrol,195.0,4.6370114942528735,0.1,3.764705882352941,19.486725663716815,8.164367816091954,34,872,65.289,-28.969,8.17525,another_bug
Hyundai Solaris,economy,petrol,162.0,4.6770689655172415,0.62,2.8117647058823527,15.876923076923077,8.063793103448276,34,971,70.063,45.056,52.301,engine_check
Renault Sandero,standart,petrol,104.9473352720589,4.674712643678161,0.1,3.7941176470588234,9.127167630057803,7.7540229885057474,34,852,29.015,4.628,4.631,gear_stick
Mini Cooper,business,petrol,181.0145066612411,4.098908045977011,0.1,4.061764705882353,20.615384615384617,8.241379310344827,34,969,13.429,-0.0,0.001,engine_fuel
Hyundai Solaris,economy,petrol,184.51313353411092,4.204885057471264,0.0,3.9970588235294118,7.206896551724138,7.944827586206897,34,905,12.067,-0.0,0.04475,electro_bug
Kia Sportage,standart,petrol,173.35455891511654,4.276034482758621,0.1,3.5,7.454022988505747,8.017241379310345,34,862,13.6,0.0,-0.001,engine_ignition
Renault Sandero,standart,petrol,181.80983679351297,3.9598275862068966,0.1,3.814705882352941,18.375,8.086781609195402,34,951,34.364,4.376,15.415,engine_fuel
Smart ForFour,economy,petrol,161.36083413592723,4.600747126436781,0.1,2.3911764705882352,18.81512605042017,8.098850574712644,34,859,12.3,-0.0,0.0,engine_check
Hyundai Solaris,economy,petrol,106.5664567658418,5.289310344827586,0.1,4.132352941176471,7.011494252873563,8.026436781609195,34,800,29.021,-25.512,0.503,break_bug
Kia Sportage,standart,petrol,198.0,4.816551724137931,0.53,2.976470588235294,16.31858407079646,8.098850574712644,34,819,56.14,2.358,2.4645,another_bug
Smart ForFour,economy,petrol,177.0,4.847413793103448,0.1,3.6911764705882355,15.928571428571429,8.060344827586206,34,911,9.001999999999999,-0.0,0.0,another_bug
Audi Q3,premium,petrol,177.84727259674688,4.594310344827586,0.49,3.597058823529412,15.910569105691057,8.187931034482759,34,851,66.205,-9.736,5.599,another_bug
Renault Kaptur,standart,petrol,188.56546815231047,4.214137931034482,0.1,4.497058823529412,9.14367816091954,7.8212643678160925,34,862,14.11,-0.0,-0.0,engine_overheat
VW Polo,economy,petrol,188.654267623904,4.045574712643678,0.1,2.6323529411764706,8.872832369942197,7.801724137931035,34,794,35.673,26.4,20.47925,engine_overheat
VW Polo VI,economy,petrol,103.82891070014789,4.362413793103448,0.1,3.711764705882353,9.236994219653178,7.780459770114942,34,921,91.006,2.604,-16.538,gear_stick
Nissan Qashqai,standart,petrol,101.92950724906298,4.63132183908046,0.1,3.6882352941176473,9.10919540229885,7.816666666666666,34,962,80.52499999999999,0.906,-20.12075,gear_stick
VW Polo,economy,petrol,191.4333218027259,3.8009770114942527,0.1,2.6470588235294117,7.741379310344827,8.045402298850576,34,793,67.768,2.657,31.890749999999997,engine_ignition
Kia Rio X,economy,petrol,105.20651818438624,5.152931034482759,0.52,3.8088235294117645,7.344827586206897,7.9798850574712645,34,993,29.014,-17.545,0.457,break_bug
Kia Rio X,economy,petrol,122.14450414612574,4.3532758620689656,0.67,3.485294117647059,9.31791907514451,7.887356321839081,34,863,85.047,3.499,11.85125,gear_stick
Kia Rio,economy,petrol,120.2038929604734,5.4110344827586205,0.1,3.7558823529411764,8.114942528735632,8.065517241379311,34,803,84.36,0.108,25.383,break_bug
Renault Sandero,standart,petrol,185.3905184333801,4.306264367816092,0.1,3.6911764705882355,9.19186046511628,7.83448275862069,34,1005,31.429000000000002,10.98,6.183,engine_overheat
Skoda Rapid,economy,petrol,121.00851470814555,5.209942528735632,0.1,3.7323529411764707,8.206896551724139,8.136781609195403,34,861,29.028,4.728,4.723,break_bug
Kia Rio X-line,economy,petrol,123.14915868035682,4.527471264367816,0.1,4.114705882352942,16.016393442622952,8.135057471264368,34,794,38.088,11.333,8.656,wheel_shake
VW Tiguan,economy,petrol,160.0,4.472241379310344,0.28,2.614705882352941,18.304347826086957,8.056321839080459,34,942,93.951,0.994,-2.1115,engine_check
